title,address,type,educational,workExperience,workTag,salary,salaryMonth,companyTags,hrWork,hrName,pratice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
Python,南京,python,大专,经验不限,"[""Python"", ""\u4eba\u5de5\u667a\u80fd"", ""\u673a\u5668\u4eba"", ""\u667a\u80fd\u9a7e\u9a76""]","[7000, 8000]",13薪,"""\u5305\u5403\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5168\u52e4\u5956\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5e74\u7ec8\u5956\uff0c\u80a1\u7968\u671f\u6743\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u5458\u5de5\u65c5\u6e38""",总经理,徐飞总经理,0,福尔摩斯智能科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20160912/b3227de04e7870c169e1f4b27d2174f7602d51d55240f7f1b3fa146ff8787dc9.jpg?x-oss-process=image/resize,w_100,limit_0",智能硬件,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/1d06cf1acd20bf010XF-0t-1E1c~.html?lid=2mdLI982AbM.search.1&securityId=oRR3QDWslAgkj-01HxUNSdmjhA3nZ65O0lUKvRMw0N-I2mvM2l7g8XWgCPZSzcAsa3eosL3wzpfjHyFsXvrC2loswMp-uiv-NX_dw1VU2uVkxiDtRWb9-z73W044EtpPb5PKtyzT&sessionId=,https://www.zhipin.com/gongsi/3b5e886ba60d6c671HJy2tq0.html,江宁区
python开发实习生,南京,python,本科,经验不限,"[""Python"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a""]","[5000, 8000]",13薪,"""\u5e26\u85aa\u5e74\u5047\uff0c\u8282\u5047\u65e5\u52a0\u73ed\u8d39\uff0c\u5e74\u7ec8\u5956""",总经理,毕纪军总经理,0,紫藤优格,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[20, 99]",https://www.zhipin.com/job_detail/afcacdb93c96fa121XB409i4E1JW.html?lid=2mdLI982AbM.search.2&securityId=g59XWrwaPnOvd-_1zLAhbnPpMWfKNBO6ZZ1siYDn04bs1Bm6XNyPIqn8i2zDNxTgSibAVHXuSfyKKcWxvffYmiax8VfV12p1KUXR9FAy5nVNrSb_YGLu-5PfxJfZgthz5j9KRoQRPBIvKA~~&sessionId=,https://www.zhipin.com/gongsi/b48764614188cdf51XZ_3dS8FlA~.html,建邺区
Python 后端工程师,昆明,python,本科,在校/应届,"[""Go"", ""Linux"", ""GIT"", ""pythob""]","[8000, 13000]",13薪,"""\u4ea4\u901a\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229\uff0c\u9910\u8865\uff0c\u56e2\u5efa\u805a\u9910\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u4f4f\u623f\u8865\u8d34\uff0c\u80a1\u7968\u671f\u6743\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5e74\u7ec8\u5956\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4e94\u9669\u4e00\u91d1""",Cloud 项目主管,陶德坤Cloud 项目主管,0,EMQ,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20210630/479c5a7118f3f137d69a0bf838eaf5afbf8f766a2ee9db3670d977f176d8cd53.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,B轮,"[100, 499]",https://www.zhipin.com/job_detail/8de90d0bcb5f319a1nF_2d-8FltX.html?lid=2mdLI982AbM.search.3&securityId=MglzJX64e3pqg-x1yEI5Qd38D5GEoVHfZ5IHHj2KXe0FWMLSciKdTi-XF7JUhqFhOD8YhGtjVJq8ZK8q0D-a3tbEKLthUvsnhDQERmq3LrjXMHblz70NdAUK2afKe66XLtL82KNjNWJ8bw~~&sessionId=,https://www.zhipin.com/gongsi/c1035411b489e7281nd-2d24EFs~.html,五华区
Python 兼职,哈尔滨,python,本科,经验不限,"[""\u540e\u7aef"", ""\u722c\u866b"", ""\u673a\u5668\u5b66\u4e60/\u7b97\u6cd5\u5de5\u7a0b"", ""Python"", ""Java"", ""Django"", """", """", """"]","[5000, 10000]",0薪,"""\u5e74\u7ec8\u5956\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5168\u52e4\u5956\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u80a1\u7968\u671f\u6743""",校长,于先生校长,0,海默教育科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20210218/c0c33ce4fc70fc2ee6db54ecb22465ac3bda9e29e40e0bdaedb23bbc2268c0bb_s.jpg?x-oss-process=image/resize,w_100,limit_0",培训机构,不需要融资,"[0, 20]",https://www.zhipin.com/job_detail/a43b3fe550d1fbdd1XN-3tq5GVZY.html?lid=2mdLI982AbM.search.4&securityId=gy7uNMljufdkR-c1OfZFzMnY9ZEOoo3w5wq9Bf61zKCVboprKiB1Ehj5llo6oFfoO5pyDm_txo11IDqhfMhuOTr-euN56Ug8Y948IJW082NObWOrzJVYiIjcjTptvRsbMqj4UkRgBAvP&sessionId=,https://www.zhipin.com/gongsi/b65b8a9f32461dca1nd709m5E1I~.html,南岗区
Python,乌鲁木齐,python,本科,经验不限,"[""\u521d\u7ea7\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""PostgreSQL"", ""Python"", ""c"", """"]","[5000, 8000]",0薪,"""\u5e74\u7ec8\u5956\uff0c\u8282\u65e5\u798f\u5229\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u8865\u5145\u533b\u7597\u4fdd\u9669\uff0c\u5168\u52e4\u5956\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u9910\u8865\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u80a1\u7968\u671f\u6743\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u901a\u8baf\u8865\u8d34""",校长,李浩冉校长,0,乐博趣机器人,"https://img.bosszhipin.com/beijin/upload/com/logo/20190903/ac853118d2bd9dbd614dbe0c0751d97251a4d3812fe6902c588b69de5d7ce86c.png?x-oss-process=image/resize,w_100,limit_0",培训机构,未融资,"[0, 20]",https://www.zhipin.com/job_detail/1302d96458fa05301XZ82dy8EFVZ.html?lid=2mdLI982AbM.search.5&securityId=ztQgkcAm37EKl-O1CAzTJJttIqY2m7tCtMSt1kRlGj5ofuS9W4x3gmI28h1o3vfTytujjV0rIPE5ttm_Vv-cnIXlnnawZQdPH5Pd7Z1E2MnR3zBQyXf-HzuA1xnicwmq5jVYnQAZIaNnUK-c-11BadHgI3GSpOwQIlrS8bqY8_6Rr8s~&sessionId=,https://www.zhipin.com/gongsi/24aa90183f64ff741H1z3d29FQ~~.html,
python 初级工程师（可接受实习生）,深圳,python,本科,经验不限,"[""Python""]","[6000, 11000]",0薪,"""\u8282\u65e5\u798f\u5229\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5168\u52e4\u5956\uff0c\u5e74\u7ec8\u5956\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5e26\u85aa\u5e74\u5047""",人事HR,许女士人事HR,0,谷尚,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",移动互联网,未融资,"[0, 20]",https://www.zhipin.com/job_detail/21c46c0e8c68b0ae1XF83t25EltT.html?lid=2mdLI982AbM.search.6&securityId=wEVP5x2WUG7J1-i1vvcLgna3nbRcHvr4SttL-nJwGcFBAt_hoENoM2EJiVeKm2Q-tt-aPEfqHOnMb_fWksbsEqBa3sKzne5TGByRrvSzII8ZxaEpBsE1e15URGpoI_9J2ULDk38xi8G6&sessionId=,https://www.zhipin.com/gongsi/bd7647b0686d997b1nZy0960GFI~.html,龙华区
Python开发工程师（绘图方向）,南京,python,本科,经验不限,"[""Python"", ""\u8ba1\u7b97\u673a\u76f8\u5173\u4e13\u4e1a""]","[5000, 7000]",13薪,"""\u5e26\u85aa\u5e74\u5047\uff0c\u5e74\u7ec8\u5956\uff0c\u4e94\u9669\u4e00\u91d1""",CEO,吴先生CEO,0,里丰科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",电力/热力/燃气/水利,未融资,"[20, 99]",https://www.zhipin.com/job_detail/ee4d7acc1c45f4791XN80t66GFFQ.html?lid=2mdLI982AbM.search.7&securityId=fnJaLYVG_vX4y-D1vgUl1IDmRiU57VAwgLjJmJb2AqgOt6ap3BA1VHXPbRQMf985iULnSS47Zo4bf4XvJMG9bfytEAM6eph1kxK15VA9kHbE0RgR6F7puKlEua2HJ3nJI-TYOKguf3hxAQ~~&sessionId=,https://www.zhipin.com/gongsi/567f1ccbcf02ea6a1XV62d21FVQ~.html,江宁区
编程 c++ python,深圳,python,本科,在校/应届,"[""C++"", ""Java"", ""Python""]","[8000, 12000]",0薪,"""\u5e74\u7ec8\u5956\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5168\u52e4\u5956\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047""",老师,余女士老师,0,网企科技,"https://img.bosszhipin.com/beijin/upload/com/logo/20190517/7b2a6f03f1f448eac56600420d4fad3253efe99c16328e694c72719415d86e1f.png?x-oss-process=image/resize,w_100,limit_0",培训机构,C轮,"[100, 499]",https://www.zhipin.com/job_detail/ca173fe14ba361981nZz2di-GFFX.html?lid=2mdLI982AbM.search.8&securityId=FS7UZdyclHFgC-R1_mypt6gToRj9sptdJtwlZ6uSRZdX0UP2k9Ph8pUqeRfOhIW6RjirFphmTNWEI8zBz8vqG33JN46xZNhlzd7HqdqtPCmyva8SzWxTlL0gbNS-NIJHj3OO0kLjM6U~&sessionId=,https://www.zhipin.com/gongsi/6cf359dab73e5df31HV52Nm7Ew~~.html,南山区
Python,廊坊,python,大专,经验不限,"[""Python"", ""Javascript"", ""Java""]","[3000, 6000]",0薪,"""\u4e94\u9669\u4e00\u91d1\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u8282\u65e5\u798f\u5229\uff0c\u52a0\u73ed\u8865\u52a9""",hr,梁先生hr,0,锦廷科技,"https://img.bosszhipin.com/beijin/upload/com/logo/20210226/0807972fe173682de6f0a0228022a1252223cc54ad5aaaf7e4aba5c60e02d2e8.png?x-oss-process=image/resize,w_100,limit_0",在线教育,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/7c585441aa9742dd03d92ti0F1o~.html?lid=2mdLI982AbM.search.9&securityId=hWgFOqQyO5S4B-P1ET_r2suGYZwAh_VrGH99BKoj6IBzDZaCfcMLODpj8IfvEvuaYhwwVWdqbBTIPG8f3kzvtfpCQjTWFzSmxxYqgewKZrjIQ_EWcJeNYgwdaQw68bwC0eT5RHy5uQ~~&sessionId=,https://www.zhipin.com/gongsi/07eff2612446f4701nd52NS_EQ~~.html,固安县
Python,银川,python,本科,经验不限,"[""Java"", ""\u540e\u7aef"", ""\u6570\u636e\u7ed3\u6784"", ""SQL"", ""\u722c\u866b"", ""\u722c\u866b\u7ecf\u9a8c"", ""Shell"", """", """", """", """", """", """", """", """", """", """"]","[5000, 6000]",0薪,无,技术总监,李先生技术总监,0,云间来客网络科技,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",互联网,未融资,"[0, 20]",https://www.zhipin.com/job_detail/16dbfaf978cc91b11Xd509m_GVVT.html?lid=2mdLI982AbM.search.10&securityId=AbndFwys1oUcV-R1dbZR_frn2S3gQ7E9VRZkbjrkKOGdGFVuM11FQktr-YosEMEenlNOVyYkLASbewsypE3aiBkdYxe4zUXirwiB-II-nUHn2OnuhPAdfFtmqd4G9Bjr1TJjsZYCRhA9gg~~&sessionId=,https://www.zhipin.com/gongsi/0c988f7e4cb8fa3d1XV93tq5EVs~.html,金凤区
python,西安,python,本科,经验不限,"[""\u4e2d\u7ea7\u8f6f\u4ef6\u5de5\u7a0b\u5e08"", ""\u521d\u7ea7\u8f6f\u4ef6\u5de5\u7a0b\u5e08""]","[8000, 12000]",0薪,"""\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u8282\u65e5\u798f\u5229\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5e74\u7ec8\u5956\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u9910\u8865""",人事,纪女士人事,0,中软国际,"https://img.bosszhipin.com/beijin/mcs/banner/5ceba8561d592ff6849e8a0525aacbfecfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",计算机软件,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/7cae25e0ee7e7c481nx939q_FlpQ.html?lid=2mdLI982AbM.search.11&securityId=xeID7MxydtsYG-b1PtxE_loERB6yxIPs3LI8U_Uv9S5kutzJZ2nC2t1fFAlm5_yzjHsabXLzLk8H5pAdUpIzXApLraXdiYbD4-T0t_9d1hZ4W0RoKGc_xIVSlh4s5QL21fjh3csRMoVOEP-rRQPVlxBn0l5zxTNaEwP0VEEmfrM~&sessionId=,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html,雁塔区
Python 工程师,上海,python,本科,在校/应届,"[""\u722c\u866b"", ""Python"", ""\u7f51\u7edc\u534f\u8bae""]","[9000, 12000]",14薪,"""\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u80a1\u7968\u671f\u6743\uff0c\u5e74\u7ec8\u5956\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u514d\u8d39\u73ed\u8f66\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u9910\u8865""",项目经理,陈晖项目经理,0,弘连网络,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20221228/7bf6f160950405e9b24b0be4f5f155188dab9b887f084e771e9a49f6dec5df8e9b4dce9801363623.jpg?x-oss-process=image/resize,w_100,limit_0",数据服务,未融资,"[100, 499]",https://www.zhipin.com/job_detail/fe6327a251576b961XN-2NW9EltR.html?lid=2mdLI982AbM.search.12&securityId=qxTONOcCV43fH-X1S3DMzGD4vfA9p1-J6NoLefCr6vf_X3QOiI05A_nnbwgth4ZPQYVCvVRbtNk6RL7u-cwPq7g9c_MO6oE-A-QfkOq1XijEDzIcflZwys85Mqsz743HPRb55KwGS69F&sessionId=,https://www.zhipin.com/gongsi/42883ed9554b4f7c1nx50tq6Ew~~.html,闵行区
python 软件开发工程师,平顶山,python,大专,经验不限,"[""Java"", ""python"", ""\u8f6f\u4ef6\u5f00\u53d1\u5de5\u7a0b\u5e08""]","[4000, 8000]",0薪,"""\u80a1\u7968\u671f\u6743\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u751f\u65e5\u798f\u5229""",CEO,吴向阳CEO,0,数采物联,"https://c-res.zhipin.com/jrs/378a3a103264b1fa7b3934018634d541.jpg?x-oss-process=image/resize,w_100,limit_0",计算机硬件,未融资,"[0, 20]",https://www.zhipin.com/job_detail/266291ffbcb7feb21XZ629W_EFBX.html?lid=2mdLI982AbM.search.13&securityId=sngI7D_63l_qC-i1gNWlQPO00w5GvSWar71kTNbqBDrXeE7YhRpeYbDtiXyG7i29Jnddw29FIuOQlYRwmr29EICLLv-EMtwMp8ynLzSeQwAydsp2AL_MptCCFOC_srgQ6CDZb5ge5M7VYA~~&sessionId=,https://www.zhipin.com/gongsi/6f0082a431f206501nd-3tW9GFs~.html,汝州市
Python 工程师,银川,python,本科,1-3年,"[""\u6570\u636e\u5f00\u53d1"", ""\u673a\u5668\u5b66\u4e60/\u7b97\u6cd5\u5de5\u7a0b"", ""Python"", ""C/C++"", """"]","[4000, 6000]",0薪,"""\u4e94\u9669\u4e00\u91d1\uff0c\u52a0\u73ed\u8865\u52a9\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u8282\u65e5\u798f\u5229\uff0c\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u80a1\u7968\u671f\u6743""",市场主管,陈言莘市场主管,0,智途教育,"https://img.bosszhipin.com/beijin/upload/com/logo/20210321/ca7860e4aca4485dacd586bf88f84e4b415d9759e3fd91e38bf715f8ab54b78b.png?x-oss-process=image/resize,w_100,limit_0",培训机构,未融资,"[20, 99]",https://www.zhipin.com/job_detail/63d50642bf946d5d1XJy3dm-GVNZ.html?lid=2mdLI982AbM.search.14&securityId=ChXnppt2VWgq--d15je3RqMi38rNfFjs2-DP5Ft_s-oqAe5usYNbIbmr__sXVe7glbinIT8vTWTBNRhwTfID0AGonqJtJEkB7nieTERRqGYyb99DeCw9nXqW4xq1u02RLXx0DlDgKcHH&sessionId=,https://www.zhipin.com/gongsi/d75a1d5b32f444221nZ62Nu_FVM~.html,兴庆区
算法助理工程师（Python cv）,南京,python,本科,经验不限,"[""OpenCV"", ""\u6df1\u5ea6\u5b66\u4e60"", ""\u673a\u5668\u5b66\u4e60\u7b97\u6cd5/\u5de5\u7a0b\u5316\u7ecf\u9a8c"", """", """", """"]","[7000, 9000]",0薪,"""\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u5e74\u7ec8\u5956\uff0c\u4e94\u9669\u4e00\u91d1""",人事,徐先生人事,0,洪朴信息,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20211217/7bf6f160950405e91935ae32263c3a541b8be382341f35952f45580ad111bdbb02130de4db5345f5.jpg?x-oss-process=image/resize,w_100,limit_0",数据服务,B轮,"[100, 499]",https://www.zhipin.com/job_detail/c02ef1cf56b8debf1XN43ti1FVFZ.html?lid=2mdLI982AbM.search.16&securityId=2N-86rlGuHVDf-t1iakX4aW40J4LXqYScmESGqA0F_qykH6OtLnpcoqUYvc9uWderpqLVkL6SRK5AENdghHzutSNt7EPbSPX_kHxX0U4BeO6GRL5mh-7KQzr24JigY9kBZkHUcl_0g~~&sessionId=,https://www.zhipin.com/gongsi/e9c2f71ba838ae8433B609q-.html,江宁区
Python 开发工程师,长春,python,本科,经验不限,"[""\u540e\u7aef"", ""\u722c\u866b"", ""\u6570\u636e\u5f00\u53d1"", ""Python"", ""Golang"", ""Java"", """", """", """"]","[6000, 10000]",0薪,"""\u5e95\u85aa\u52a0\u63d0\u6210\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u4fdd\u5e95\u5de5\u8d44\uff0c\u9910\u8865\uff0c\u514d\u8d39\u5de5\u88c5\uff0c\u610f\u5916\u9669\uff0c\u751f\u65e5\u798f\u5229\uff0c\u6709\u65e0\u7ebf\u7f51\uff0c\u7ee9\u6548\u5956\u91d1\uff0c\u9ad8\u6e29\u8865\u8d34\uff0c\u4f01\u4e1a\u5e74\u91d1\uff0c\u8282\u65e5\u798f\u5229\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u591c\u73ed\u8865\u52a9\uff0c\u5e74\u7ec8\u5956\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u80a1\u7968\u671f\u6743""",技术负责人,车先生技术负责人,0,能者科技,"https://img.bosszhipin.com/beijin/upload/com/logo/20200305/d126ba44deb01574a7073c81e8e396b7373a7ea91ac86bda163423da3bd27adb.png?x-oss-process=image/resize,w_100,limit_0",电子商务,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/dc8141a29cf65c1c1XJ-39y7ElBT.html?lid=2mdLI982AbM.search.17&securityId=54SYqyanaidv2-U1Uyapud5RrSma7-WOdVPAyTDpX4fkvaCA_9CVfjetkkW6k2QPuQS3SqdTKQBHbKkNyijucpfx4MKWH8vMi9BrOV48iRjPEtQQcxgSmLePcbJN2iD9ArkswqswMwg~&sessionId=,https://www.zhipin.com/gongsi/c0fbd39ca98759990XB_2Nm0GQ~~.html,绿园区
Python,南京,python,大专,经验不限,"[""\u540e\u7aef"", ""\u722c\u866b"", ""\u6570\u636e\u5f00\u53d1"", ""Python"", ""Java""]","[4000, 7000]",13薪,无,人事总监,蒋维维人事总监,0,天码星空,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",计算机软件,未融资,"[100, 499]",https://www.zhipin.com/job_detail/5faa8285aad663c31XF_2di6GVBY.html?lid=2mdLI982AbM.search.18&securityId=zLeJVABAGy0ux-Y1XVuk-lLWGVgYE7QWWJuTgd3gi3pe_oaAprl741V-KHdNHoUe6ZlSMUl8PlYzS6aGK5XDuqqrA1ohm9zA6qfv1VNlK1LcudiiZKOjDba18bCnrozJKeANMnE-vMJn&sessionId=,https://www.zhipin.com/gongsi/e90537fc47b0c6fe1Xdy09i0ElQ~.html,江宁区
Python Web工程师,上海,python,本科,在校/应届,"[""Linux"", ""PostgreSQL"", ""MySQL"", ""Django"", ""\u67b6\u6784\u5e08"", ""GIT""]","[8000, 13000]",0薪,"""\u901a\u8baf\u8865\u8d34\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5e74\u7ec8\u5956\uff0c\u4ea4\u901a\u8865\u52a9\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5168\u52e4\u5956\uff0c\u4e94\u9669\u4e00\u91d1""",运营主管,李翔运营主管,0,担路网,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20210114/2415ed4243fa2287631d213580192e84723244c561b81b29aab6f890f8fcd329_s.jpg?x-oss-process=image/resize,w_100,limit_0",企业服务,未融资,"[20, 99]",https://www.zhipin.com/job_detail/843755d9d22d216d1nJ_0t-4EldV.html?lid=2mdLI982AbM.search.19&securityId=zzg3A2JEXdZWs-C1qYRpr4Doobv1l0GeySBpotKgizeHI4fdx0whwF1jwJB3AwNXnh1CKWnr5dXoNnYJaRNptvaNNc5CV91AodgCB04fz9C4c5cQcsXxtAKACcbZvukbtQJkTRYgIw~~&sessionId=,https://www.zhipin.com/gongsi/2dcbde5cd03170751HJ83t65.html,松江区
python web研发工程师,汕头,python,本科,1-3年,"[""Python"", ""Flask""]","[5000, 10000]",0薪,"""\u96f6\u98df\u4e0b\u5348\u8336\uff0c\u901a\u8baf\u8865\u8d34\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u5168\u52e4\u5956\uff0c\u80a1\u7968\u671f\u6743\uff0c\u5e74\u7ec8\u5956\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5458\u5de5\u65c5\u6e38""",人事专员,张驹人事专员,0,三尺科技,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20210506/b5170f3dd91cae706d8cc58edbe82bde0a209790117f169465af924195cccadb_s.jpg?x-oss-process=image/resize,w_100,limit_0",企业服务,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/b55d7e04c510a93b1XJy2du_FlNS.html?lid=2mdLI982AbM.search.20&securityId=dpWw5xmWXoxny-u1rYlrVc-9lKvdNlLSK8DS7_EKfDhIIrtwpLZfSXkfYUlREYGNrXzK5e_NcqM8lVmnzpSfh7_a3jYJ5tHtogesyeBzPZwpDEDguU0H8Az0cKxd2_17zIWY4AzJE50M&sessionId=,https://www.zhipin.com/gongsi/a09ed9f388e65c2d1nVy0t2_E1Y~.html,龙湖区
Python讲师,南京,python,本科,经验不限,"[""Python""]","[8000, 13000]",0薪,"""\u5e74\u7ec8\u5956\uff0c\u4f4f\u5bbf\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5458\u5de5\u65c5\u6e38\uff0c\u8282\u65e5\u798f\u5229\uff0c\u80a1\u7968\u671f\u6743\uff0c\u5e26\u85aa\u5e74\u5047""",教学总监,许谦教学总监,0,乐博乐博机器人,"https://img.bosszhipin.com/beijin/upload/com/logo/20200830/fc1093ae8160db477ba61d319df344a6203c394c5d19bd48980749a75d6306e4.png?x-oss-process=image/resize,w_100,limit_0",培训机构,已上市,"[1000, 9999]",https://www.zhipin.com/job_detail/a810e6bbb390d2c00nV509i4E1I~.html?lid=2mdLI982AbM.search.21&securityId=deDfiJJUj4H32-q1Z_pgNHs5lQlg99p1xC55h_RI-mqIFiUpRg_WUhJB83FhOjVSVZSjYmnwEdhs3Nwv36uSkxe5rasBlZwHhuwyR3VRXvjCvZGa-zROc55BFGrxsNg7_ZYRiOa2Wbw87gJGG6G5YurIyBPYY6gy9MSvS_FUpyrmSQ~~&sessionId=,https://www.zhipin.com/gongsi/ccf86f6c1fbdc7f61nFy09i0GA~~.html,鼓楼区
Python Odoo,烟台,python,大专,1-3年,"[""\u673a\u5668\u5b66\u4e60/\u7b97\u6cd5\u5de5\u7a0b"", ""\u6570\u636e\u5f00\u53d1"", ""Python"", ""MySQL"", ""Spring"", """", """", """", """", """"]","[6000, 10000]",0薪,"""\u5458\u5de5\u65c5\u6e38\uff0c\u4e94\u9669\u4e00\u91d1\uff0c\u5b9a\u671f\u4f53\u68c0\uff0c\u5168\u52e4\u5956\uff0c\u8282\u65e5\u798f\u5229\uff0c\u5e26\u85aa\u5e74\u5047\uff0c\u9910\u8865\uff0c\u5e74\u7ec8\u5956\uff0c\u96f6\u98df\u4e0b\u5348\u8336""",招聘者,付佳招聘者,0,轩辕传媒,"https://c-res.zhipin.com/jrs/2270d26f8ffe9a69bdb8ab6251f1f9ff.jpg?x-oss-process=image/resize,w_100,limit_0",广告/公关/会展,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/e16153437c09beb11XJz3dq4EFpQ.html?lid=2mdLI982AbM.search.22&securityId=Xsf1bZ-6s16KI-B1aAFSdtUCUtApeXyAiWNP5XR91nUo2Ad_1x5sj37kc8krq66aZ4aGNCL3oOLsxm_1UwswfSxIXa5bI5-DWzFkUiBODhuTKYyeBkSVqDt11Pj_gPwN8p_mF7SmQpYA&sessionId=,https://www.zhipin.com/gongsi/7bf9da9875066c5e1nBz3t29EFo~.html,莱山区
